country,Country name,,,,,,,,
iso3,ISO 3166-1 alpha-3 code,,,,,,,,
year,Year of death,,,,,,,,
sex,Sex (Female or Male),,,,,,,,
age,Age-group from 0 to 80 plus,,,,,,,,
Nx,Sex- and age-specific population number,,,,,,,,
type,Estimate type for select year (reported or predicted),,,,,,,,
expected.mean,"Expected deaths from all-causes by age, sex and year (mean)",,,,,,,,
acm.mean,"Estimated deaths from all-causes by age, sex and year (mean)",,,,,,,,
excess.mean,"Excess deaths associated with COVID-19 pandemic from all-causes by age, sex and year (mean)",,,,,,,,
,,,,,,,,,
country,iso3,year,sex,age,Nx,type,expected.mean,acm.mean,excess.mean
Singapore,SGP,2021,Female,0 to 24,650313,Reported,128,122,-6
Singapore,SGP,2021,Female,25 to 39,621002,Reported,167,139,-28
Singapore,SGP,2021,Female,40 to 49,459714,Reported,382,355,-27
Singapore,SGP,2021,Female,50 to 59,438462,Reported,1003,860,-143
Singapore,SGP,2021,Female,60 to 69,383750,Reported,1921,1826,-95
Singapore,SGP,2021,Female,70 to 79,170829,Reported,2485,2798,313
Singapore,SGP,2021,Female,80 plus,86244,Reported,6340,7780,1440
Singapore,SGP,2021,Male,0 to 24,716938,Reported,204,167,-37
Singapore,SGP,2021,Male,25 to 39,709407,Reported,364,278,-86
Singapore,SGP,2021,Male,40 to 49,501866,Reported,713,569,-144
Singapore,SGP,2021,Male,50 to 59,506301,Reported,1967,1524,-443
Singapore,SGP,2021,Male,60 to 69,444094,Reported,4185,3486,-699
Singapore,SGP,2021,Male,70 to 79,152901,Reported,4011,4363,352
Singapore,SGP,2021,Male,80 plus,54863,Reported,5085,6195,1110
Solomon Islands,SLB,2020,Female,0 to 24,196237,Predicted,291,291,0
Solomon Islands,SLB,2020,Female,25 to 39,66512,Predicted,175,148,-27
Solomon Islands,SLB,2020,Female,40 to 49,34897,Predicted,238,218,-20
Solomon Islands,SLB,2020,Female,50 to 59,20257,Predicted,297,292,-5
Solomon Islands,SLB,2020,Female,60 to 69,11479,Predicted,335,348,13
Solomon Islands,SLB,2020,Female,70 to 79,6303,Predicted,423,425,2
Solomon Islands,SLB,2020,Female,80 plus,1931,Predicted,344,348,4
Solomon Islands,SLB,2020,Male,0 to 24,209753,Predicted,434,434,0
Solomon Islands,SLB,2020,Male,25 to 39,66373,Predicted,341,276,-65
Solomon Islands,SLB,2020,Male,40 to 49,33773,Predicted,373,338,-35
Solomon Islands,SLB,2020,Male,50 to 59,20438,Predicted,427,423,-4
Solomon Islands,SLB,2020,Male,60 to 69,11499,Predicted,456,478,22
Solomon Islands,SLB,2020,Male,70 to 79,5690,Predicted,430,453,23
Solomon Islands,SLB,2020,Male,80 plus,1736,Predicted,311,333,22
Solomon Islands,SLB,2021,Female,0 to 24,200559,Predicted,287,287,0
Solomon Islands,SLB,2021,Female,25 to 39,67640,Predicted,168,155,-13
Solomon Islands,SLB,2021,Female,40 to 49,35947,Predicted,239,231,-8
Solomon Islands,SLB,2021,Female,50 to 59,21291,Predicted,307,310,3
Solomon Islands,SLB,2021,Female,60 to 69,12012,Predicted,352,365,13
Solomon Islands,SLB,2021,Female,70 to 79,6490,Predicted,434,437,3
Solomon Islands,SLB,2021,Female,80 plus,2084,Predicted,367,367,0
Solomon Islands,SLB,2021,Male,0 to 24,214183,Predicted,431,431,0
Solomon Islands,SLB,2021,Male,25 to 39,68255,Predicted,331,298,-33
Solomon Islands,SLB,2021,Male,40 to 49,34474,Predicted,370,356,-14
Solomon Islands,SLB,2021,Male,50 to 59,21401,Predicted,441,446,5
Solomon Islands,SLB,2021,Male,60 to 69,11981,Predicted,478,499,21
Solomon Islands,SLB,2021,Male,70 to 79,5814,Predicted,443,464,21
Solomon Islands,SLB,2021,Male,80 plus,1864,Predicted,336,348,12
Sierra Leone,SLE,2020,Female,0 to 24,2417598,Predicted,15368,15368,0
Sierra Leone,SLE,2020,Female,25 to 39,822234,Predicted,2944,2810,-134
Sierra Leone,SLE,2020,Female,40 to 49,332618,Predicted,2268,2353,85
Sierra Leone,SLE,2020,Female,50 to 59,215667,Predicted,2763,3073,310
Sierra Leone,SLE,2020,Female,60 to 69,128484,Predicted,3412,4013,601
Sierra Leone,SLE,2020,Female,70 to 79,62816,Predicted,3626,4140,514
Sierra Leone,SLE,2020,Female,80 plus,16329,Predicted,2130,2511,381
Sierra Leone,SLE,2020,Male,0 to 24,2429504,Predicted,17140,17140,0
Sierra Leone,SLE,2020,Male,25 to 39,846309,Predicted,2944,2713,-231
Sierra Leone,SLE,2020,Male,40 to 49,340276,Predicted,2610,2686,76
Sierra Leone,SLE,2020,Male,50 to 59,203466,Predicted,2877,3275,398
Sierra Leone,SLE,2020,Male,60 to 69,105541,Predicted,3131,3765,634
Sierra Leone,SLE,2020,Male,70 to 79,45993,Predicted,2892,3484,592
Sierra Leone,SLE,2020,Male,80 plus,10150,Predicted,1417,1758,341
Sierra Leone,SLE,2021,Female,0 to 24,2454905,Predicted,14658,14658,0
Sierra Leone,SLE,2021,Female,25 to 39,844118,Predicted,2924,2911,-13
Sierra Leone,SLE,2021,Female,40 to 49,343192,Predicted,2278,2432,154
Sierra Leone,SLE,2021,Female,50 to 59,221938,Predicted,2770,3172,402
Sierra Leone,SLE,2021,Female,60 to 69,131408,Predicted,3404,4033,629
Sierra Leone,SLE,2021,Female,70 to 79,63972,Predicted,3601,4143,542
Sierra Leone,SLE,2021,Female,80 plus,17430,Predicted,2232,2590,358
Sierra Leone,SLE,2021,Male,0 to 24,2468665,Predicted,16350,16350,0
Sierra Leone,SLE,2021,Male,25 to 39,867351,Predicted,2933,2866,-67
Sierra Leone,SLE,2021,Male,40 to 49,351861,Predicted,2621,2823,202
Sierra Leone,SLE,2021,Male,50 to 59,210369,Predicted,2874,3342,468
Sierra Leone,SLE,2021,Male,60 to 69,108472,Predicted,3111,3804,693
Sierra Leone,SLE,2021,Male,70 to 79,46750,Predicted,2851,3471,620
Sierra Leone,SLE,2021,Male,80 plus,10912,Predicted,1492,1823,331
El Salvador,SLV,2020,Female,0 to 24,1457209,Predicted,1116,1116,0
El Salvador,SLV,2020,Female,25 to 39,796680,Predicted,763,739,-24
El Salvador,SLV,2020,Female,40 to 49,412761,Predicted,963,1029,66
El Salvador,SLV,2020,Female,50 to 59,326609,Predicted,1782,2074,292
El Salvador,SLV,2020,Female,60 to 69,236910,Predicted,2734,3410,676
El Salvador,SLV,2020,Female,70 to 79,144594,Predicted,3726,4552,826
El Salvador,SLV,2020,Female,80 plus,75014,Predicted,7573,9367,1794
El Salvador,SLV,2020,Male,0 to 24,1488521,Predicted,2608,2608,0
El Salvador,SLV,2020,Male,25 to 39,668492,Predicted,3215,2969,-246
El Salvador,SLV,2020,Male,40 to 49,312381,Predicted,2092,2175,83
El Salvador,SLV,2020,Male,50 to 59,241462,Predicted,2427,2821,394
El Salvador,SLV,2020,Male,60 to 69,169386,Predicted,3160,3970,810
El Salvador,SLV,2020,Male,70 to 79,103797,Predicted,3670,4702,1032
El Salvador,SLV,2020,Male,80 plus,52385,Predicted,6682,8486,1804
El Salvador,SLV,2021,Female,0 to 24,1439813,Predicted,1047,1047,0
El Salvador,SLV,2021,Female,25 to 39,810842,Predicted,751,795,44
El Salvador,SLV,2021,Female,40 to 49,417016,Predicted,952,1098,146
El Salvador,SLV,2021,Female,50 to 59,332430,Predicted,1787,2225,438
El Salvador,SLV,2021,Female,60 to 69,242056,Predicted,2745,3599,854
El Salvador,SLV,2021,Female,70 to 79,148281,Predicted,3712,4738,1026
El Salvador,SLV,2021,Female,80 plus,78513,Predicted,7754,9754,2000
El Salvador,SLV,2021,Male,0 to 24,1471844,Predicted,2469,2469,0
El Salvador,SLV,2021,Male,25 to 39,686176,Predicted,3228,3250,22
El Salvador,SLV,2021,Male,40 to 49,314636,Predicted,2070,2317,247
El Salvador,SLV,2021,Male,50 to 59,244844,Predicted,2414,2978,564
El Salvador,SLV,2021,Male,60 to 69,172542,Predicted,3182,4193,1011
El Salvador,SLV,2021,Male,70 to 79,104986,Predicted,3635,4907,1272
El Salvador,SLV,2021,Male,80 plus,54521,Predicted,6885,8789,1904
San Marino,SMR,2020,Female,0 to 24,3610,Reported,1,0,-1
San Marino,SMR,2020,Female,25 to 39,3166,Reported,1,0,-1
San Marino,SMR,2020,Female,40 to 49,2456,Reported,3,4,1
San Marino,SMR,2020,Female,50 to 59,2531,Reported,6,11,5
San Marino,SMR,2020,Female,60 to 69,2320,Reported,12,9,-3
San Marino,SMR,2020,Female,70 to 79,1421,Reported,23,22,-1
San Marino,SMR,2020,Female,80 plus,1295,Reported,101,157,56
San Marino,SMR,2020,Male,0 to 24,3970,Reported,3,2,-1
San Marino,SMR,2020,Male,25 to 39,3335,Reported,3,1,-2
San Marino,SMR,2020,Male,40 to 49,2583,Reported,5,1,-4
San Marino,SMR,2020,Male,50 to 59,2669,Reported,7,9,2
San Marino,SMR,2020,Male,60 to 69,2384,Reported,25,27,2
San Marino,SMR,2020,Male,70 to 79,1312,Reported,31,43,12
San Marino,SMR,2020,Male,80 plus,886,Reported,79,124,45
San Marino,SMR,2021,Female,0 to 24,3558,Reported,1,0,-1
San Marino,SMR,2021,Female,25 to 39,3130,Reported,1,1,0
San Marino,SMR,2021,Female,40 to 49,2461,Reported,4,1,-3
San Marino,SMR,2021,Female,50 to 59,2519,Reported,5,4,-1
San Marino,SMR,2021,Female,60 to 69,2386,Reported,14,16,2
San Marino,SMR,2021,Female,70 to 79,1448,Reported,22,26,4
San Marino,SMR,2021,Female,80 plus,1331,Reported,102,137,35
San Marino,SMR,2021,Male,0 to 24,3922,Reported,2,0,-2
San Marino,SMR,2021,Male,25 to 39,3298,Reported,3,0,-3
San Marino,SMR,2021,Male,40 to 49,2584,Reported,4,1,-3
San Marino,SMR,2021,Male,50 to 59,2654,Reported,8,12,4
San Marino,SMR,2021,Male,60 to 69,2453,Reported,26,19,-7
San Marino,SMR,2021,Male,70 to 79,1339,Reported,31,42,11
San Marino,SMR,2021,Male,80 plus,927,Reported,82,105,23
Somalia,SOM,2020,Female,0 to 24,5314253,Predicted,42031,42031,0
Somalia,SOM,2020,Female,25 to 39,1359406,Predicted,4659,4706,47
Somalia,SOM,2020,Female,40 to 49,543792,Predicted,4292,4681,389
Somalia,SOM,2020,Female,50 to 59,379784,Predicted,5800,6805,1005
Somalia,SOM,2020,Female,60 to 69,233691,Predicted,7183,8826,1643
Somalia,SOM,2020,Female,70 to 79,108944,Predicted,7080,8516,1436
Somalia,SOM,2020,Female,80 plus,29262,Predicted,4301,5266,965
Somalia,SOM,2020,Male,0 to 24,5372976,Predicted,49613,49613,0
Somalia,SOM,2020,Male,25 to 39,1334599,Predicted,6100,5913,-187
Somalia,SOM,2020,Male,40 to 49,510102,Predicted,5877,6380,503
Somalia,SOM,2020,Male,50 to 59,354188,Predicted,8588,10050,1462
Somalia,SOM,2020,Male,60 to 69,229099,Predicted,10937,13493,2556
Somalia,SOM,2020,Male,70 to 79,101163,Predicted,8907,10956,2049
Somalia,SOM,2020,Male,80 plus,21960,Predicted,3804,4854,1050
Somalia,SOM,2021,Female,0 to 24,5455635,Predicted,41530,41530,0
Somalia,SOM,2021,Female,25 to 39,1421211,Predicted,4672,5339,667
Somalia,SOM,2021,Female,40 to 49,552174,Predicted,4224,5175,951
Somalia,SOM,2021,Female,50 to 59,391373,Predicted,5800,7567,1767
Somalia,SOM,2021,Female,60 to 69,239208,Predicted,7155,9679,2524
Somalia,SOM,2021,Female,70 to 79,112772,Predicted,7151,9357,2206
Somalia,SOM,2021,Female,80 plus,31194,Predicted,4521,5961,1440
Somalia,SOM,2021,Male,0 to 24,5516201,Predicted,49090,49090,0
Somalia,SOM,2021,Male,25 to 39,1397147,Predicted,6207,6935,728
Somalia,SOM,2021,Male,40 to 49,518647,Predicted,5792,7079,1287
Somalia,SOM,2021,Male,50 to 59,361978,Predicted,8498,11041,2543
Somalia,SOM,2021,Male,60 to 69,233042,Predicted,10805,14597,3792
Somalia,SOM,2021,Male,70 to 79,105174,Predicted,9020,12212,3192
Somalia,SOM,2021,Male,80 plus,23744,Predicted,4041,5486,1445
Serbia,SRB,2020,Female,0 to 24,1152569,Reported,318,284,-34
Serbia,SRB,2020,Female,25 to 39,872848,Reported,465,395,-70
Serbia,SRB,2020,Female,40 to 49,617652,Reported,1118,1047,-71
Serbia,SRB,2020,Female,50 to 59,574821,Reported,2963,3155,192
Serbia,SRB,2020,Female,60 to 69,611943,Reported,7691,9285,1594
Serbia,SRB,2020,Female,70 to 79,414334,Reported,14914,16765,1851
Serbia,SRB,2020,Female,80 plus,213552,Reported,29908,33393,3485
Serbia,SRB,2020,Male,0 to 24,1232151,Reported,550,509,-41
Serbia,SRB,2020,Male,25 to 39,915333,Reported,995,968,-27
Serbia,SRB,2020,Male,40 to 49,612242,Reported,1909,2171,262
Serbia,SRB,2020,Male,50 to 59,546687,Reported,5648,6336,688
Serbia,SRB,2020,Male,60 to 69,530528,Reported,13692,16724,3032
Serbia,SRB,2020,Male,70 to 79,315348,Reported,16614,19419,2805
Serbia,SRB,2020,Male,80 plus,127362,Reported,19315,22822,3507
Serbia,SRB,2021,Female,0 to 24,1138397,Reported,303,276,-27
Serbia,SRB,2021,Female,25 to 39,863170,Reported,452,507,55
Serbia,SRB,2021,Female,40 to 49,615848,Reported,1093,1218,125
Serbia,SRB,2021,Female,50 to 59,575110,Reported,2912,3564,652
Serbia,SRB,2021,Female,60 to 69,598492,Reported,7356,10977,3621
Serbia,SRB,2021,Female,70 to 79,432450,Reported,15194,20809,5615
Serbia,SRB,2021,Female,80 plus,214607,Reported,30231,38248,8017
Serbia,SRB,2021,Male,0 to 24,1216969,Reported,523,461,-62
Serbia,SRB,2021,Male,25 to 39,907649,Reported,965,1092,127
Serbia,SRB,2021,Male,40 to 49,611541,Reported,1852,2500,648
Serbia,SRB,2021,Male,50 to 59,546845,Reported,5532,6749,1217
Serbia,SRB,2021,Male,60 to 69,518397,Reported,13197,18086,4889
Serbia,SRB,2021,Male,70 to 79,329633,Reported,17054,23589,6535
Serbia,SRB,2021,Male,80 plus,128439,Reported,19566,26624,7058
South Sudan,SSD,2020,Female,0 to 24,3407236,Predicted,18689,18689,0
South Sudan,SSD,2020,Female,25 to 39,1117680,Predicted,3690,3336,-354
South Sudan,SSD,2020,Female,40 to 49,451280,Predicted,2757,2712,-45
South Sudan,SSD,2020,Female,50 to 59,305683,Predicted,3123,3326,203
South Sudan,SSD,2020,Female,60 to 69,182757,Predicted,3969,4471,502
South Sudan,SSD,2020,Female,70 to 79,98062,Predicted,5350,5812,462
South Sudan,SSD,2020,Female,80 plus,28017,Predicted,3653,4080,427
South Sudan,SSD,2020,Male,0 to 24,3482512,Predicted,22297,22297,0
South Sudan,SSD,2020,Male,25 to 39,1117260,Predicted,4556,3976,-580
South Sudan,SSD,2020,Male,40 to 49,445557,Predicted,3700,3608,-92
South Sudan,SSD,2020,Male,50 to 59,289842,Predicted,4312,4630,318
South Sudan,SSD,2020,Male,60 to 69,162180,Predicted,5089,5776,687
South Sudan,SSD,2020,Male,70 to 79,84564,Predicted,5925,6686,761
South Sudan,SSD,2020,Male,80 plus,21099,Predicted,3270,3780,510
South Sudan,SSD,2021,Female,0 to 24,3448776,Predicted,18057,18057,0
South Sudan,SSD,2021,Female,25 to 39,1146535,Predicted,3720,3681,-39
South Sudan,SSD,2021,Female,40 to 49,460250,Predicted,2780,2954,174
South Sudan,SSD,2021,Female,50 to 59,312478,Predicted,3145,3623,478
South Sudan,SSD,2021,Female,60 to 69,187198,Predicted,4002,4774,772
South Sudan,SSD,2021,Female,70 to 79,98836,Predicted,5336,6122,786
South Sudan,SSD,2021,Female,80 plus,29794,Predicted,3865,4448,583
South Sudan,SSD,2021,Male,0 to 24,3525687,Predicted,21646,21646,0
South Sudan,SSD,2021,Male,25 to 39,1146684,Predicted,4639,4479,-160
South Sudan,SSD,2021,Male,40 to 49,454457,Predicted,3724,3974,250
South Sudan,SSD,2021,Male,50 to 59,296709,Predicted,4341,4992,651
South Sudan,SSD,2021,Male,60 to 69,166340,Predicted,5129,6197,1068
South Sudan,SSD,2021,Male,70 to 79,84971,Predicted,5884,7018,1134
South Sudan,SSD,2021,Male,80 plus,22662,Predicted,3487,4158,671
Sao Tome and Principe,STP,2020,Female,0 to 24,66863,Predicted,105,105,0
Sao Tome and Principe,STP,2020,Female,25 to 39,20571,Predicted,25,23,-2
Sao Tome and Principe,STP,2020,Female,40 to 49,9400,Predicted,33,33,0
Sao Tome and Principe,STP,2020,Female,50 to 59,6614,Predicted,55,60,5
Sao Tome and Principe,STP,2020,Female,60 to 69,3797,Predicted,75,86,11
Sao Tome and Principe,STP,2020,Female,70 to 79,1533,Predicted,81,89,8
Sao Tome and Principe,STP,2020,Female,80 plus,708,Predicted,107,118,11
Sao Tome and Principe,STP,2020,Male,0 to 24,68334,Predicted,144,144,0
Sao Tome and Principe,STP,2020,Male,25 to 39,21008,Predicted,35,31,-4
Sao Tome and Principe,STP,2020,Male,40 to 49,9280,Predicted,38,38,0
Sao Tome and Principe,STP,2020,Male,50 to 59,6166,Predicted,67,74,7
Sao Tome and Principe,STP,2020,Male,60 to 69,3285,Predicted,93,107,14
Sao Tome and Principe,STP,2020,Male,70 to 79,1231,Predicted,81,92,11
Sao Tome and Principe,STP,2020,Male,80 plus,371,Predicted,57,67,10
Sao Tome and Principe,STP,2021,Female,0 to 24,68003,Predicted,98,98,0
Sao Tome and Principe,STP,2021,Female,25 to 39,20764,Predicted,26,26,0
Sao Tome and Principe,STP,2021,Female,40 to 49,9772,Predicted,32,35,3
Sao Tome and Principe,STP,2021,Female,50 to 59,6753,Predicted,55,64,9
Sao Tome and Principe,STP,2021,Female,60 to 69,3985,Predicted,78,94,16
Sao Tome and Principe,STP,2021,Female,70 to 79,1585,Predicted,83,95,12
Sao Tome and Principe,STP,2021,Female,80 plus,723,Predicted,110,125,15
Sao Tome and Principe,STP,2021,Male,0 to 24,69510,Predicted,137,137,0
Sao Tome and Principe,STP,2021,Male,25 to 39,21206,Predicted,35,35,0
Sao Tome and Principe,STP,2021,Male,40 to 49,9668,Predicted,38,42,4
Sao Tome and Principe,STP,2021,Male,50 to 59,6318,Predicted,69,81,12
Sao Tome and Principe,STP,2021,Male,60 to 69,3421,Predicted,97,118,21
Sao Tome and Principe,STP,2021,Male,70 to 79,1274,Predicted,82,99,17
Sao Tome and Principe,STP,2021,Male,80 plus,382,Predicted,60,71,11
Suriname,SUR,2020,Female,0 to 24,123272,Reported,142,254,112
Suriname,SUR,2020,Female,25 to 39,63967,Reported,122,90,-32
Suriname,SUR,2020,Female,40 to 49,36591,Reported,125,120,-5
Suriname,SUR,2020,Female,50 to 59,32618,Reported,267,242,-25
Suriname,SUR,2020,Female,60 to 69,19471,Reported,294,330,36
Suriname,SUR,2020,Female,70 to 79,10914,Reported,458,367,-91
Suriname,SUR,2020,Female,80 plus,4979,Reported,680,521,-159
Suriname,SUR,2020,Male,0 to 24,132526,Reported,208,322,114
Suriname,SUR,2020,Male,25 to 39,65855,Reported,196,183,-13
Suriname,SUR,2020,Male,40 to 49,36133,Reported,201,208,7
Suriname,SUR,2020,Male,50 to 59,32210,Reported,510,420,-90
Suriname,SUR,2020,Male,60 to 69,17457,Reported,516,503,-13
Suriname,SUR,2020,Male,70 to 79,7771,Reported,545,460,-85
Suriname,SUR,2020,Male,80 plus,2870,Reported,508,465,-43
Suriname,SUR,2021,Female,0 to 24,123275,Reported,143,292,149
Suriname,SUR,2021,Female,25 to 39,64628,Reported,125,168,43
Suriname,SUR,2021,Female,40 to 49,36619,Reported,126,155,29
Suriname,SUR,2021,Female,50 to 59,33089,Reported,279,351,72
Suriname,SUR,2021,Female,60 to 69,20504,Reported,312,494,182
Suriname,SUR,2021,Female,70 to 79,11161,Reported,482,515,33
Suriname,SUR,2021,Female,80 plus,5198,Reported,748,744,-4
Suriname,SUR,2021,Male,0 to 24,132567,Reported,209,356,147
Suriname,SUR,2021,Male,25 to 39,66696,Reported,200,191,-9
Suriname,SUR,2021,Male,40 to 49,36017,Reported,201,280,79
Suriname,SUR,2021,Male,50 to 59,32577,Reported,536,495,-41
Suriname,SUR,2021,Male,60 to 69,18512,Reported,561,711,150
Suriname,SUR,2021,Male,70 to 79,7994,Reported,581,700,119
Suriname,SUR,2021,Male,80 plus,2961,Reported,548,612,64
Slovakia,SVK,2020,Female,0 to 24,684587,Reported,241,245,4
Slovakia,SVK,2020,Female,25 to 39,591768,Reported,271,272,1
Slovakia,SVK,2020,Female,40 to 49,421355,Reported,577,618,41
Slovakia,SVK,2020,Female,50 to 59,361595,Reported,1443,1479,36
Slovakia,SVK,2020,Female,60 to 69,376764,Reported,3462,3886,424
Slovakia,SVK,2020,Female,70 to 79,240521,Reported,5976,7057,1081
Slovakia,SVK,2020,Female,80 plus,124574,Reported,13938,15164,1226
Slovakia,SVK,2020,Male,0 to 24,718204,Reported,395,402,7
Slovakia,SVK,2020,Male,25 to 39,620915,Reported,663,758,95
Slovakia,SVK,2020,Male,40 to 49,440045,Reported,1345,1405,60
Slovakia,SVK,2020,Male,50 to 59,347622,Reported,3276,3401,125
Slovakia,SVK,2020,Male,60 to 69,318447,Reported,6999,7699,700
Slovakia,SVK,2020,Male,70 to 79,158190,Reported,7474,8547,1073
Slovakia,SVK,2020,Male,80 plus,55056,Reported,7690,8280,590
Slovakia,SVK,2021,Female,0 to 24,681343,Reported,232,237,5
Slovakia,SVK,2021,Female,25 to 39,578790,Reported,262,349,87
Slovakia,SVK,2021,Female,40 to 49,427130,Reported,571,733,162
Slovakia,SVK,2021,Female,50 to 59,359165,Reported,1397,1858,461
Slovakia,SVK,2021,Female,60 to 69,377143,Reported,3375,5072,1697
Slovakia,SVK,2021,Female,70 to 79,249548,Reported,5968,9272,3304
Slovakia,SVK,2021,Female,80 plus,128310,Reported,14125,17671,3546
Slovakia,SVK,2021,Male,0 to 24,714781,Reported,381,378,-3
Slovakia,SVK,2021,Male,25 to 39,606665,Reported,627,861,234
Slovakia,SVK,2021,Male,40 to 49,446889,Reported,1316,1862,546
Slovakia,SVK,2021,Male,50 to 59,346762,Reported,3151,4189,1038
Slovakia,SVK,2021,Male,60 to 69,319753,Reported,6835,9736,2901
Slovakia,SVK,2021,Male,70 to 79,166819,Reported,7649,11001,3352
Slovakia,SVK,2021,Male,80 plus,57628,Reported,7940,9467,1527
Slovenia,SVN,2020,Female,0 to 24,243769,Reported,38,34,-4
Slovenia,SVN,2020,Female,25 to 39,189051,Reported,54,57,3
Slovenia,SVN,2020,Female,40 to 49,144565,Reported,122,160,38
Slovenia,SVN,2020,Female,50 to 59,148853,Reported,402,391,-11
Slovenia,SVN,2020,Female,60 to 69,143511,Reported,991,958,-33
Slovenia,SVN,2020,Female,70 to 79,97912,Reported,1751,2066,315
Slovenia,SVN,2020,Female,80 plus,76041,Reported,7228,8702,1474
Slovenia,SVN,2020,Male,0 to 24,259094,Reported,74,72,-2
Slovenia,SVN,2020,Male,25 to 39,203776,Reported,148,158,10
Slovenia,SVN,2020,Male,40 to 49,160761,Reported,268,327,59
Slovenia,SVN,2020,Male,50 to 59,152349,Reported,879,911,32
Slovenia,SVN,2020,Male,60 to 69,141430,Reported,2034,2196,162
Slovenia,SVN,2020,Male,70 to 79,79583,Reported,2647,3100,453
Slovenia,SVN,2020,Male,80 plus,38237,Reported,4264,5114,850
Slovenia,SVN,2021,Female,0 to 24,243816,Reported,36,44,8
Slovenia,SVN,2021,Female,25 to 39,184347,Reported,52,62,10
Slovenia,SVN,2021,Female,40 to 49,145161,Reported,117,151,34
Slovenia,SVN,2021,Female,50 to 59,147855,Reported,388,348,-40
Slovenia,SVN,2021,Female,60 to 69,144446,Reported,978,1125,147
Slovenia,SVN,2021,Female,70 to 79,100208,Reported,1727,1998,271
Slovenia,SVN,2021,Female,80 plus,77401,Reported,7287,7603,316
Slovenia,SVN,2021,Male,0 to 24,258985,Reported,71,74,3
Slovenia,SVN,2021,Male,25 to 39,198042,Reported,138,157,19
Slovenia,SVN,2021,Male,40 to 49,161590,Reported,256,362,106
Slovenia,SVN,2021,Male,50 to 59,151880,Reported,845,920,75
Slovenia,SVN,2021,Male,60 to 69,142127,Reported,1987,2236,249
Slovenia,SVN,2021,Male,70 to 79,82810,Reported,2651,3286,635
Slovenia,SVN,2021,Male,80 plus,40055,Reported,4423,4828,405
Sweden,SWE,2020,Female,0 to 24,1393449,Reported,285,280,-5
Sweden,SWE,2020,Female,25 to 39,1005044,Reported,358,376,18
Sweden,SWE,2020,Female,40 to 49,621921,Reported,521,556,35
Sweden,SWE,2020,Female,50 to 59,639180,Reported,1462,1442,-20
Sweden,SWE,2020,Female,60 to 69,549712,Reported,3624,3680,56
Sweden,SWE,2020,Female,70 to 79,513159,Reported,9337,10131,794
Sweden,SWE,2020,Female,80 plus,317858,Reported,31759,34214,2455
Sweden,SWE,2020,Male,0 to 24,1471415,Reported,460,554,94
Sweden,SWE,2020,Male,25 to 39,1048399,Reported,823,743,-80
Sweden,SWE,2020,Male,40 to 49,642202,Reported,809,837,28
Sweden,SWE,2020,Male,50 to 59,657467,Reported,2233,2432,199
Sweden,SWE,2020,Male,60 to 69,544156,Reported,5227,5855,628
Sweden,SWE,2020,Male,70 to 79,481085,Reported,12484,13923,1439
Sweden,SWE,2020,Male,80 plus,214223,Reported,24138,26999,2861
Sweden,SWE,2021,Female,0 to 24,1401628,Reported,278,274,-4
Sweden,SWE,2021,Female,25 to 39,1010001,Reported,358,395,37
Sweden,SWE,2021,Female,40 to 49,615985,Reported,500,556,56
Sweden,SWE,2021,Female,50 to 59,645590,Reported,1437,1498,61
Sweden,SWE,2021,Female,60 to 69,549840,Reported,3540,3690,150
Sweden,SWE,2021,Female,70 to 79,520015,Reported,9333,10045,712
Sweden,SWE,2021,Female,80 plus,325852,Reported,31972,31143,-829
Sweden,SWE,2021,Male,0 to 24,1479294,Reported,447,489,42
Sweden,SWE,2021,Male,25 to 39,1053573,Reported,825,874,49
Sweden,SWE,2021,Male,40 to 49,636893,Reported,775,920,145
Sweden,SWE,2021,Male,50 to 59,663820,Reported,2191,2470,279
Sweden,SWE,2021,Male,60 to 69,545384,Reported,5082,5913,831
Sweden,SWE,2021,Male,70 to 79,486618,Reported,12346,13769,1423
Sweden,SWE,2021,Male,80 plus,225666,Reported,24920,24719,-201
Eswatini,SWZ,2020,Female,0 to 24,333754,Predicted,1055,1055,0
Eswatini,SWZ,2020,Female,25 to 39,137528,Predicted,979,960,-19
Eswatini,SWZ,2020,Female,40 to 49,56373,Predicted,605,636,31
Eswatini,SWZ,2020,Female,50 to 59,22968,Predicted,315,359,44
Eswatini,SWZ,2020,Female,60 to 69,19141,Predicted,449,548,99
Eswatini,SWZ,2020,Female,70 to 79,14612,Predicted,771,912,141
Eswatini,SWZ,2020,Female,80 plus,5552,Predicted,759,915,156
Eswatini,SWZ,2020,Male,0 to 24,342701,Predicted,1373,1373,0
Eswatini,SWZ,2020,Male,25 to 39,123871,Predicted,1178,1117,-61
Eswatini,SWZ,2020,Male,40 to 49,48026,Predicted,1163,1200,37
Eswatini,SWZ,2020,Male,50 to 59,28749,Predicted,1008,1125,117
Eswatini,SWZ,2020,Male,60 to 69,17381,Predicted,924,1094,170
Eswatini,SWZ,2020,Male,70 to 79,7973,Predicted,738,880,142
Eswatini,SWZ,2020,Male,80 plus,1535,Predicted,272,332,60
Eswatini,SWZ,2021,Female,0 to 24,334322,Predicted,999,999,0
Eswatini,SWZ,2021,Female,25 to 39,137946,Predicted,909,1087,178
Eswatini,SWZ,2021,Female,40 to 49,59492,Predicted,603,769,166
Eswatini,SWZ,2021,Female,50 to 59,24056,Predicted,312,431,119
